precio,baños,habitabiones,metros_construidos,estrato
183077400,3.0,4.0,107.0,2.0
1500000000,4.0,6.0,200.0,5.0
2600000000,6.0,5.0,360.0,5.0
189000000,2.0,5.0,130.0,3.0
1000000000,7.0,6.0,728.0,3.0
450000000,3.0,4.0,288.0,4.0
210000000,2.0,2.0,88.0,4.0
450000000,3.0,4.0,115.0,3.0
350000000,4.0,,,3.0
330000000,3.0,3.0,130.0,4.0
950000000,3.0,3.0,315.0,4.0
1050000000,3.0,3.0,264.0,
320000000,4.0,4.0,,3.0
250000000,2.0,5.0,40.0,3.0
2200000000,2.0,3.0,300.0,5.0
2000000000,5.0,3.0,220.0,6.0
700000000,4.0,4.0,320.0,
1800000000,3.0,3.0,250.0,
1850000000,5.0,4.0,250.0,6.0
1200000000,3.0,3.0,240.0,
320000000,2.0,5.0,207.0,3.0
1100000000,5.0,3.0,298.0,5.0
1000000000,2.0,3.0,121.0,4.0
816390000,3.0,3.0,802.0,
1600000000,6.0,9.0,468.0,5.0
12000000000,5.0,6.0,840.0,5.0
2500000000,4.0,4.0,1595.0,3.0
400000000,,3.0,86.0,
160000000,,2.0,98.0,
3900000000,5.0,8.0,240.0,
6500000000,4.0,4.0,450.0,6.0
2222640000,2.0,3.0,773.0,
900000000,3.0,3.0,320.0,
13967274933,6.0,5.0,700.0,5.0
240000000,2.0,3.0,110.0,2.0
610000000,2.0,3.0,147.0,5.0
800000000,3.0,3.0,179.0,6.0
2300000000,3.0,3.0,240.0,6.0
6300000000,5.0,3.0,380.0,4.0
850000000,2.0,3.0,270.0,5.0
1300000000,3.0,4.0,399.0,5.0
1350000000,4.0,3.0,450.0,6.0
6926828276,3.0,3.0,450.0,
4500000000,6.0,6.0,484.0,
280000000,2.0,3.0,,
4000000000,,13.0,270.0,6.0
5500000000,5.0,5.0,517.0,
1300000000,4.0,3.0,160.0,
395000000,4.0,3.0,162.0,4.0
690000000,2.0,4.0,,3.0
1250000000,3.0,3.0,270.0,
2600000000,6.0,4.0,600.0,6.0
5400000000,3.0,,540.0,
670000000,4.0,3.0,134.0,5.0
11500000000,,,1478.0,5.0
708000000,2.0,4.0,300.0,4.0
6584572469,7.0,6.0,280.0,6.0
295000000,2.0,3.0,110.0,3.0
16490000000,5.0,3.0,420.0,4.0
1350000000,4.0,3.0,150.0,6.0
700000000,4.0,6.0,210.0,4.0
320000000,3.0,7.0,168.0,3.0
2351000000,3.0,3.0,273.0,
1500000000,6.0,5.0,300.0,5.0
900000000,3.0,4.0,321.0,4.0
649000000,3.0,3.0,209.0,5.0
2500000000,2.0,2.0,3900.0,3.0
590000000,9.0,9.0,107.0,3.0
2300000000,4.0,4.0,400.0,5.0
2150000000,3.0,3.0,900.0,6.0
2500000000,5.0,3.0,500.0,3.0
300000000,3.0,4.0,,3.0
3800000000,2.0,2.0,200.0,
370000000,,4.0,140.0,3.0
350000000,,3.0,,
402980246,2.0,6.0,279.0,
1900000000,5.0,4.0,220.0,6.0
370000000,3.0,3.0,130.0,4.0
700000000,3.0,4.0,470.0,
2500000000,5.0,4.0,304.0,6.0
931171500,3.0,3.0,114.0,6.0
2750000000,6.0,4.0,270.0,6.0
630000000000,4.0,5.0,160.0,5.0
1500000000,4.0,8.0,240.0,
800000000,3.0,4.0,300.0,4.0
5000000000,3.0,11.0,696.0,5.0
420000000,2.0,3.0,160.0,
657000000,4.0,9.0,320.0,3.0
570000000,4.0,3.0,140.0,5.0
720000000,4.0,4.0,,5.0
900000000,5.0,4.0,523.0,3.0
3100000000,5.0,4.0,255.0,6.0
12000000000,5.0,7.0,840.0,
250000000,2.0,3.0,96.0,
270000000,2.0,3.0,134.0,3.0
900000000,4.0,4.0,115.0,5.0
390000000,3.0,5.0,174.0,
800000000,4.0,11.0,500.0,
1650000000,3.0,3.0,330.0,6.0
570000000,4.0,3.0,140.0,5.0
320000000,4.0,6.0,220.0,3.0
80000,,,2211.0,
1200000000,,3.0,150.0,
170000000,3.0,4.0,105.0,3.0
2550000000,4.0,4.0,206.0,6.0
7100000000,5.0,4.0,,6.0
450000000,,,80.0,3.0
350000000,2.0,5.0,168.0,
1142400000,2.0,4.0,500.0,4.0
410000000,3.0,3.0,135.0,
6600000000,,9.0,770.0,4.0
580000000,4.0,5.0,195.0,4.0
2200000000,5.0,4.0,600.0,6.0
500000000,4.0,6.0,190.0,3.0
600000000,2.0,5.0,260.0,3.0
1750000000,5.0,5.0,450.0,5.0
6584572469,5.0,4.0,308.0,6.0
480000000,3.0,4.0,115.0,
620000000,3.0,3.0,200.0,5.0
2250000000,4.0,3.0,237.0,5.0
570000000,3.0,5.0,,
1700000000,4.0,3.0,220.0,5.0
3700000000,7.0,5.0,490.0,6.0
6990000000,6.0,6.0,490.0,6.0
765000000,4.0,6.0,204.0,5.0
5200000000,11.0,9.0,740.0,
570000000,4.0,3.0,140.0,5.0
500000000,2.0,3.0,90.0,5.0
4221000000,3.0,3.0,300.0,
1800000000,,5.0,260.0,
1,5.0,3.0,324.0,6.0
330000000,3.0,3.0,110.0,4.0
240000000,2.0,4.0,150.0,3.0
12000000000,5.0,6.0,840.0,4.0
1200000000,3.0,4.0,350.0,4.0
320000000,2.0,3.0,273.0,2.0
2500000000,,12.0,,
2250000000,2.0,4.0,160.0,
1400000000,3.0,6.0,277.0,5.0
270000000,2.0,4.0,170.0,3.0
1800000000,4.0,3.0,230.0,6.0
700000000,4.0,4.0,205.0,4.0
790000000,5.0,4.0,210.0,
550000000,3.0,3.0,,5.0
5661000000,3.0,3.0,463.0,
11971949943,4.0,4.0,,4.0
9058775457,4.0,4.0,406.0,
500000000,3.0,4.0,225.0,3.0
780000000,3.0,3.0,220.0,5.0
700000000,4.0,4.0,300.0,5.0
4500000000,5.0,6.0,460.0,5.0
500000000,4.0,5.0,309.0,5.0
390000000,3.0,3.0,118.0,4.0
7000000000,,14.0,572.0,4.0
450000000,3.0,5.0,,
8500000000,8.0,11.0,316.0,
11900000000,8.0,6.0,840.0,6.0
7100000000,6.0,5.0,437.0,
3780000000,3.0,,540.0,5.0
250000000,,3.0,142.0,3.0
950000000,4.0,5.0,187.0,4.0
1600000000,5.0,3.0,400.0,6.0
210000000,2.0,3.0,,2.0
400000000,3.0,4.0,172.0,3.0
12500000000,5.0,5.0,632.0,5.0
391400000,4.0,4.0,180.0,4.0
3200000000,,20.0,,3.0
1340000000,2.0,4.0,391.0,
7981299962,6.0,8.0,500.0,5.0
3000000000,3.0,3.0,,
2200000000,7.0,7.0,360.0,5.0
600000000,3.0,7.0,105.0,4.0
1400000000,5.0,12.0,318.0,3.0
890000000,8.0,9.0,400.0,5.0
5985974972,7.0,5.0,385.0,6.0
550000000,6.0,6.0,180.0,
1490000000,3.0,3.0,210.0,
2600000000,4.0,4.0,308.0,
260000000,2.0,4.0,54.0,4.0
5000000000,8.0,7.0,300.0,6.0
1200000000,3.0,3.0,222.0,5.0
330000000,3.0,3.0,116.0,4.0
730000000,5.0,4.0,205.0,4.0
1800000000,3.0,6.0,320.0,5.0
230000000,2.0,4.0,140.0,3.0
935000000,2.0,2.0,110.0,5.0
6450000000,4.0,4.0,440.0,4.0
320000000,,2.0,150.0,3.0
5500000000,4.0,5.0,575.0,
590000000,2.0,3.0,112.0,4.0
1350000000,3.0,3.0,,
1700000000,3.0,6.0,300.0,5.0
1150000000,4.0,4.0,160.0,6.0
210000000,,3.0,85.0,3.0
1100000000,2.0,3.0,327.0,5.0
900000000,3.0,3.0,110.0,5.0
2000000000,,20.0,300.0,3.0
2400000000,3.0,3.0,230.0,4.0
299000000,2.0,5.0,160.0,3.0
180000000,,,55.0,
1500000000,3.0,3.0,450.0,
3600000000,2.0,3.0,274.0,
4500000000,2.0,4.0,3000.0,
380000000,3.0,3.0,150.0,4.0
13000000000,5.0,7.0,840.0,4.0
1600000000,3.0,3.0,196.0,6.0
3600000000,7.0,6.0,700.0,6.0
1500000000,3.0,7.0,400.0,5.0
1000000000,3.0,4.0,200.0,4.0
3600000000,6.0,5.0,170.0,
3200000000,8.0,8.0,347.0,5.0
1300000000,5.0,5.0,221.0,
13000000000,,,,
490000000,4.0,3.0,180.0,3.0
5500000000,6.0,7.0,980.0,5.0
495000000,2.0,3.0,90.0,5.0
1350000000,5.0,3.0,450.0,6.0
680000000,4.0,3.0,241.0,5.0
165000000,2.0,3.0,81.0,3.0
1300000000,4.0,3.0,364.0,4.0
7981299962,2.0,,254.0,5.0
2700000000,,5.0,,5.0
16000000000,,11.0,1103.0,
400000000,3.0,3.0,170.0,4.0
7000000000,7.0,5.0,335.0,6.0
450000000,4.0,4.0,164.0,4.0
230000000,2.0,3.0,110.0,3.0
2700000000,4.0,4.0,329.0,6.0
500000000,3.0,6.0,162.0,3.0
700000000,4.0,4.0,205.0,4.0
340000000,4.0,4.0,190.0,4.0
660000000,3.0,3.0,200.0,5.0
950000000,3.0,4.0,196.0,6.0
390000000,3.0,4.0,150.0,3.0
16000000000,,11.0,1103.0,6.0
560000000,2.0,2.0,130.0,
416340790,2.0,6.0,279.0,
1500000000,6.0,12.0,432.0,3.0
380000000,3.0,4.0,115.0,4.0
750000000,2.0,3.0,185.0,
6900000000,9.0,20.0,856.0,5.0
6000000000,,13.0,2800.0,
1400000000,4.0,3.0,408.0,4.0
2300000000,4.0,4.0,250.0,6.0
3800000000,3.0,4.0,,
1900000000,8.0,7.0,170.0,
450000000,2.0,5.0,84.0,4.0
570000000,4.0,3.0,140.0,5.0
1340000000,3.0,3.0,156.0,4.0
1200000000,3.0,4.0,544.0,
23943899886,,12.0,1205.0,
2200000000,4.0,3.0,280.0,6.0
300000000,,4.0,224.0,3.0
2580000000,3.0,5.0,387.0,5.0
12500000000,6.0,6.0,720.0,
480000000,3.0,3.0,200.0,4.0
1300000000,4.0,4.0,1100.0,6.0
520000000,6.0,5.0,205.0,4.0
700000000,4.0,4.0,300.0,5.0
1500000000,2.0,3.0,750.0,3.0
1500000000,4.0,3.0,602.0,4.0
540000000,2.0,3.0,131.0,
18500000000,,11.0,1220.0,
260000000,3.0,6.0,128.0,2.0
800000000,5.0,5.0,190.0,4.0
650000000,3.0,3.0,,4.0
260000000,4.0,4.0,,3.0
390000000,3.0,5.0,174.0,3.0
6900000000,,,1096.0,
415000000,2.0,4.0,216.0,4.0
3700000000,7.0,5.0,480.0,6.0
3000000000,7.0,5.0,490.0,6.0
13967274933,,11.0,1103.0,
2400000000,4.0,4.0,428.0,6.0
12000000000,,,1.0,5.0
1000000000,3.0,4.0,222.0,5.0
390000000,2.0,3.0,78.0,3.0
16760729920,,11.0,1220.0,
1700000000,7.0,4.0,420.0,6.0
1500000000,9.0,9.0,,3.0
520000000,2.0,4.0,100.0,4.0
1400000000,5.0,4.0,300.0,6.0
1800000000,5.0,6.0,420.0,5.0
700000000,2.0,2.0,,
393000000,2.0,3.0,90.0,
9000000000,9.0,9.0,900.0,
